date,ticker,open,close,high,low,volume
2024-01-01,TICKER_000,289.67579833346366,293.58514802273305,298.6772155839149,287.62706757884047,2124579
2024-01-02,TICKER_000,299.5357286173077,299.27626173788445,301.14330559062387,295.447264835506,50888
2024-01-03,TICKER_000,293.2552645558721,295.0373866246315,299.1663702229056,287.89889580941025,207352
2024-01-04,TICKER_000,291.170766936321,288.167322926074,293.0781288932825,287.3396642044035,292693
2024-01-05,TICKER_000,285.46903029739445,286.31989868847813,288.52463613993456,282.2109215955282,154169
2024-01-06,TICKER_000,281.2786838119925,284.196820505711,284.2797392315443,278.54173629119805,148862
2024-01-07,TICKER_000,283.64724243894176,282.8136501811342,288.39930593769145,281.50823186628753,139056
2024-01-08,TICKER_000,277.5300145547148,280.4816774169698,284.92922916134023,272.23992638903104,172466
2024-01-09,TICKER_000,278.60189112603575,277.39640581454944,282.845500901104,273.1490688916946,40364
2024-01-10,TICKER_000,292.1360889283652,287.3226117668242,294.28111767490543,286.6245271583345,211817
2024-01-11,TICKER_000,283.9053720105367,285.3072481869475,290.68879032333183,279.4700914394564,335473
2024-01-12,TICKER_000,282.5949995918887,280.6722082495659,282.6019172243625,278.60194622566075,637903
2024-01-13,TICKER_000,291.46428162893665,284.49299341128005,291.58831827251436,282.3454213360053,3294162
2024-01-14,TICKER_000,288.3256279178841,292.1639121053232,293.476379145614,287.2408443692394,183046
2024-01-15,TICKER_000,290.01486747926674,289.7584466470775,291.88011997651165,285.08479708529865,62086
2024-01-16,TICKER_000,290.74116292033256,290.19157188822015,295.5100655909144,287.89662604635726,200074
2024-01-17,TICKER_000,304.23624482015487,300.0374533674582,304.96330172061846,294.87353217802024,337546
2024-01-18,TICKER_000,292.65176588010894,289.3398487517289,294.41913796628205,285.7877915670028,88107
2024-01-19,TICKER_000,292.3925828761611,290.6577354772368,296.8376104636183,285.57720364923074,344967
2024-01-20,TICKER_000,286.534653877876,285.6880177980984,287.84202209899325,280.3421649506065,1288125
2024-01-21,TICKER_000,278.3475674741468,275.88130069640334,281.6310580530687,274.7070349595678,36025
2024-01-22,TICKER_000,272.7684069265165,275.6399134338241,280.6055647464764,268.0469750379584,157774
2024-01-23,TICKER_000,278.31055371959445,275.0679843754899,281.5389908352658,273.49242560531684,1118487
2024-01-24,TICKER_000,279.9981667904174,277.85728885138826,280.9909835867878,273.3446672196947,119172
2024-01-25,TICKER_000,281.39792565585503,282.6028391525806,285.7955394070612,276.15663309044743,20111
2024-01-26,TICKER_000,280.90102333170825,281.9035591980227,285.36764248550764,277.2925043751221,90579
2024-01-27,TICKER_000,283.40700795844583,284.2786856744154,284.49136307106676,279.81398826340615,39622
2024-01-28,TICKER_000,285.3615950450861,283.088806672774,285.7210721229216,281.9095731477672,33055
2024-01-29,TICKER_000,279.26918721686883,276.86536043291443,283.12776051667186,274.81471420594374,715657
2024-01-30,TICKER_000,272.6196369097477,267.43476592651916,276.48959208650126,262.0985845241117,321409
2024-01-31,TICKER_000,264.1421071511952,266.41757010582154,267.95158278152445,263.5979044576288,366998
2024-02-01,TICKER_000,270.09703916397393,265.32326783466,270.84023781140405,265.04345619698074,194186
2024-02-02,TICKER_000,259.90862681468997,264.1859325563022,265.28237305959954,257.7408487479212,278516
2024-02-03,TICKER_000,265.2567802077908,267.85650007736007,268.353139674404,263.15436778021564,456212
2024-02-04,TICKER_000,267.1126463688537,269.2055898343471,270.31481617747835,263.51917120447877,53151
2024-02-05,TICKER_000,271.09406967502105,273.6294959279731,277.7774048884787,267.066878901555,144069
2024-02-06,TICKER_000,281.3044830131116,280.0839432359581,282.2851822678641,276.31630453662984,392447
2024-02-07,TICKER_000,285.4784808268174,284.1679793475051,286.0850142667963,280.112834422072,50947
2024-02-08,TICKER_000,288.65205410057393,287.3460724858557,292.7118034228033,285.2883725687156,761332
2024-02-09,TICKER_000,280.84515901673853,279.28926248968827,285.47075709386263,274.01325397658206,619323
2024-02-10,TICKER_000,277.9289032405893,278.90913208281756,283.9477558307168,274.1953560671046,184900
2024-02-11,TICKER_000,272.9100698194588,271.60295525375335,277.45885092968564,266.6845964859826,14051
2024-02-12,TICKER_000,275.7067683252463,273.86295038905286,278.0126886024026,271.588487668523,55656
2024-02-13,TICKER_000,268.2250172937943,266.0343324460546,272.31732112668635,261.7926013651235,346063
2024-02-14,TICKER_000,262.4118539430026,264.6081622127569,268.1896530786005,261.89015819485627,246991
2024-02-15,TICKER_000,266.2318295765104,267.2436333043143,270.5224081913812,263.8600349323332,11982458
2024-02-16,TICKER_000,277.8967772286589,276.92313026953764,281.0348103244851,276.43727411306116,438424
2024-02-17,TICKER_000,271.02681403175825,270.96512668792303,272.7001771661488,267.5489594503063,124546
2024-02-18,TICKER_000,274.8454304246613,278.59415034763106,283.28100832546045,271.90922917621793,128330
2024-02-19,TICKER_000,277.99357020775227,279.24519581014755,284.2371408120071,275.6262246109253,73771
2024-02-20,TICKER_000,284.25900891788365,282.93112571455464,285.23061068403103,279.45513704886434,60603
2024-02-21,TICKER_000,287.569224188505,285.094081884394,288.6225028230435,284.8112555512087,163053
2024-02-22,TICKER_000,292.59661066141433,290.7191511608934,294.43605637193633,287.0910935252889,366343
2024-02-23,TICKER_000,293.13342003684545,294.439000591627,296.88438812008934,290.8156872615287,17918
2024-02-24,TICKER_000,293.79549541862235,292.23011822147276,297.477232199283,287.57073791831897,68074
2024-02-25,TICKER_000,295.9035867838086,291.1709594628443,299.7161351418772,290.598484157928,75131
2024-02-26,TICKER_000,289.82122881553045,295.5440754256816,297.3386114973865,284.4149701516884,49754
2024-02-27,TICKER_000,279.8999610208654,283.17436043954365,285.0976210917547,278.94010225507634,520018
2024-02-28,TICKER_000,288.763975811988,288.5339630669979,290.11621282428814,285.50132202736967,47457
2024-02-29,TICKER_000,278.5786725120359,279.498077236226,284.37393461555666,277.67764186295466,207104
2024-03-01,TICKER_000,289.0769699324983,289.33843878600345,292.8448320061644,284.2617866209175,1573309
2024-03-02,TICKER_000,283.85150935198857,286.5169071784505,290.2757153178969,283.7517535674231,98904
2024-03-03,TICKER_000,279.40326861488506,279.42116741339754,280.47953159866836,274.54120848362595,107985
2024-03-04,TICKER_000,282.1403189192107,284.170471011839,284.7020191550335,279.3227187523814,281313
2024-03-05,TICKER_000,288.63990858567735,287.29906869389595,291.11336914403694,283.46236656568766,51265
2024-03-06,TICKER_000,285.3225571100784,286.0089368818066,288.9827571932393,280.79626958468697,380048
2024-03-07,TICKER_000,282.49342344980124,285.21920030642445,288.7078918586826,280.3160515023261,202484
2024-03-08,TICKER_000,273.4223392338706,277.5807700326461,279.2766310899892,270.27032476690016,281438
2024-03-09,TICKER_000,279.72777822549966,281.5733110476849,283.69571504769186,278.7938379918589,114352
2024-03-10,TICKER_000,278.1239975085622,278.73376626972066,283.1263559330379,277.4790620505125,848679
2024-03-11,TICKER_000,284.841417651734,285.07414704044027,290.3491335768469,281.71985095254627,280785
2024-03-12,TICKER_000,279.1144215383293,282.70848363445646,283.32286347892915,273.72610637278024,7298
2024-03-13,TICKER_000,282.27000881393866,282.43494713461547,287.7807087177501,280.8423131895517,324879
2024-03-14,TICKER_000,275.13193855312704,273.0202502843753,276.70898073307944,271.3468391035835,764278
2024-03-15,TICKER_000,265.01413436549257,261.6289122515078,266.83652050090467,260.1708801086719,395483
2024-03-16,TICKER_000,270.82458808754797,269.79070903477344,274.5511044425672,268.41433196575224,170094
2024-03-17,TICKER_000,259.4216899229925,261.3732264755509,264.6705005379221,255.35990525130154,38281
2024-03-18,TICKER_000,249.34384912214693,248.01214578937385,253.23242524523116,246.18237824198704,2288702
2024-03-19,TICKER_000,253.82636437294715,253.25459216434717,257.99548176323066,253.12403737697778,397077
2024-03-20,TICKER_000,255.2350974501477,251.7624627013864,259.16939803093703,251.299512500157,150544
2024-03-21,TICKER_000,261.6727823526164,258.6804072619663,263.9324809528751,255.63528036762912,322575
2024-03-22,TICKER_000,265.00359081838985,262.11738547330975,266.34529147549813,257.179437542146,47350
2024-03-23,TICKER_000,255.05344745830254,257.4367410494301,258.74203602056684,252.63065918659504,802852
2024-03-24,TICKER_000,251.45022036127997,252.92706358618275,256.8667098265996,249.54493959754194,26888
2024-03-25,TICKER_000,261.3563778351823,256.2945120913871,261.39280089768357,253.35821728395658,139690
2024-03-26,TICKER_000,254.7320748218369,254.75391200975992,258.8537817988643,252.5421805185697,35135
2024-03-27,TICKER_000,260.27573048184183,258.1234195197099,263.7911461809098,255.26724250885962,312011
2024-03-28,TICKER_000,245.19900793401445,244.22441693470637,248.61735838644978,240.76957572976485,2503
2024-03-29,TICKER_000,247.86789927213104,249.01062127385717,250.3356637062503,246.39167929721324,92718
2024-03-30,TICKER_000,243.45118794079175,245.89980415428528,249.8665768995264,242.5603439383853,8173
2024-03-31,TICKER_000,243.27679198059948,245.34614565302576,246.73817371970864,241.38342208997648,42780
2024-04-01,TICKER_000,239.43290368292296,240.6553230188282,243.6404935685586,237.8680728954726,96903
2024-04-02,TICKER_000,239.39836079131555,239.62828215259395,243.50460414746055,238.6662191883972,54547
2024-04-03,TICKER_000,247.7813250176053,240.85792391542066,250.50989548971674,240.84538322852458,84152
2024-04-04,TICKER_000,248.2161670973407,247.36486678385666,251.2119655278455,244.5848354140701,672535
2024-04-05,TICKER_000,246.4218667745144,247.31898961532195,249.9372505745299,245.35908610959095,73424
2024-04-06,TICKER_000,246.5184004425434,246.19951862690033,249.11300460942152,245.14500541191762,150042
2024-04-07,TICKER_000,243.009541755361,243.71226755901583,243.74851805011664,239.98000408558656,24851
2024-04-08,TICKER_000,240.97907521283136,242.11225449274244,245.43121313659202,240.02165653447355,95577
2024-04-09,TICKER_000,241.56497272369847,239.52346298133713,243.32016656760882,236.96617777436668,510586
2024-04-10,TICKER_000,247.55123596298,245.90160094671893,251.49313027823712,241.44173586506267,85458
2024-04-11,TICKER_000,256.1760437704101,251.8797392244153,257.1177514614499,251.59594938233224,22844
2024-04-12,TICKER_000,258.4591818423057,256.4140634207753,260.8802970253643,253.44984692417165,293815
2024-04-13,TICKER_000,248.78339880745173,253.6607898655929,255.18967874995246,247.50081794730465,38363
2024-04-14,TICKER_000,259.2157166887425,254.1698986620179,259.7880442952254,251.436487439179,500719
2024-04-15,TICKER_000,249.5326449617893,252.57829310479946,253.09143181944316,246.99709844385075,235131
2024-04-16,TICKER_000,253.5572246797284,251.27716637456604,258.1229210209855,248.69524737889049,771074
2024-04-17,TICKER_000,258.67260942681224,252.24223276224208,260.7701552767962,252.12789262963383,4912
2024-04-18,TICKER_000,253.83412145451572,258.4546138681994,260.99974716379984,250.9079527300363,103726
2024-04-19,TICKER_000,255.64139073820985,258.6282678617197,262.6995615147066,255.26212047214918,11708
2024-04-20,TICKER_000,246.56285480389954,246.07694860292082,251.18758372647702,244.6078662973282,56140
2024-04-21,TICKER_000,248.05326801481942,247.25843265999492,251.29960941447987,243.02033920391847,57061
2024-04-22,TICKER_000,248.72073157116841,249.14063503185156,251.84083327354767,243.7644661644623,205928
2024-04-23,TICKER_000,247.2381056458524,248.66099349125088,249.4640766615631,244.67594677212114,9981
2024-04-24,TICKER_000,250.37970087995558,248.14260112987458,251.9368824535166,243.99111052597397,120601
2024-04-25,TICKER_000,250.83601513817277,248.22166638771006,253.71967006721746,247.45437807934613,366625
2024-04-26,TICKER_000,251.621600619121,249.50034369032124,251.75785368166743,245.14830396935193,20067
2024-04-27,TICKER_000,245.41041402512093,244.5217531238173,247.99633371594865,241.4464750605802,1048094
2024-04-28,TICKER_000,244.57692942162504,243.79960635867263,244.82543036549268,243.06646095564219,122631
2024-04-29,TICKER_000,246.52973397152957,243.40223619703787,250.1860418590841,242.37942492727097,2082503
2024-04-30,TICKER_000,246.24032656172963,246.54021266126114,250.65213907357077,245.76872554837712,526449
2024-05-01,TICKER_000,251.88723978820587,253.5782617195815,256.78716299911537,250.96401678383356,1513814
2024-05-02,TICKER_000,251.33347652527047,251.90347586287257,252.60651647066405,250.36315958859396,27520
2024-05-03,TICKER_000,245.10120706574162,248.7515639200474,250.97841256861165,240.85480534407537,19350
2024-05-04,TICKER_000,253.04473243156696,250.09728562021834,253.82291104035468,248.23677120539216,37934
2024-05-05,TICKER_000,244.8977029970252,247.5652043838259,248.86318166899252,243.43075895052792,283788
2024-05-06,TICKER_000,249.11293826043922,247.07804536386072,254.08850173583704,244.13415111595762,179023
2024-05-07,TICKER_000,246.19564943546177,246.16086512940666,249.5411780914073,244.10606365408836,382203
2024-05-08,TICKER_000,248.0139106905785,248.4365131095668,252.1760156697105,247.06260039407837,242217
2024-05-09,TICKER_000,240.10757131126655,238.89179629740744,242.48091606992887,235.67531781681095,18873
